Date,open,high,low,close,volume,dividends,stock splits,sma20,sma50,rsi
2018-01-01 00:00:00+00:00,14112.2001953125,14112.2001953125,13154.7001953125,13657.2001953125,10291200000,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-02 00:00:00+00:00,13625.0,15444.599609375,13163.599609375,14982.099609375,16846600192,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-03 00:00:00+00:00,14978.2001953125,15572.7998046875,14844.5,15201.0,16871900160,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-04 00:00:00+00:00,15270.7001953125,15739.7001953125,14522.2001953125,15599.2001953125,21783199744,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-05 00:00:00+00:00,15477.2001953125,17705.19921875,15202.7998046875,17429.5,23840899072,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-06 00:00:00+00:00,17462.099609375,17712.400390625,16764.599609375,17527.0,18314600448,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-07 00:00:00+00:00,17527.30078125,17579.599609375,16087.7001953125,16477.599609375,15866000384,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-08 00:00:00+00:00,16476.19921875,16537.900390625,14208.2001953125,15170.099609375,18413899776,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-09 00:00:00+00:00,15123.7001953125,15497.5,14424.0,14595.400390625,16659999744,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-10 00:00:00+00:00,14588.5,14973.2998046875,13691.2001953125,14973.2998046875,18500800512,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-11 00:00:00+00:00,14968.2001953125,15018.7998046875,13105.900390625,13405.7998046875,16534099968,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-12 00:00:00+00:00,13453.900390625,14229.900390625,13158.099609375,13980.599609375,12065699840,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-13 00:00:00+00:00,13952.400390625,14659.5,13952.400390625,14360.2001953125,12763599872,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-14 00:00:00+00:00,14370.7998046875,14511.7998046875,13268.0,13772.0,11084099584,0.0,0.0,14180.569970703125,11550.00263671875,50.557854739950145
2018-01-15 00:00:00+00:00,13767.2998046875,14445.5,13641.7001953125,13819.7998046875,12750799872,0.0,0.0,14180.569970703125,11550.00263671875,50.78647806787002
2018-01-16 00:00:00+00:00,13836.099609375,13843.099609375,10194.900390625,11490.5,18853799936,0.0,0.0,14180.569970703125,11550.00263671875,34.60711129985212
2018-01-17 00:00:00+00:00,11431.099609375,11678.0,9402.2900390625,11188.599609375,18830600192,0.0,0.0,14180.569970703125,11550.00263671875,32.43964546760819
2018-01-18 00:00:00+00:00,11198.7998046875,12107.2998046875,10942.5,11474.900390625,15020399616,0.0,0.0,14180.569970703125,11550.00263671875,31.771373175802736
2018-01-19 00:00:00+00:00,11429.7998046875,11992.7998046875,11172.099609375,11607.400390625,10740400128,0.0,0.0,14180.569970703125,11550.00263671875,19.723557328519846
2018-01-20 00:00:00+00:00,11656.2001953125,13103.0,11656.2001953125,12899.2001953125,11801700352,0.0,0.0,14180.569970703125,11550.00263671875,28.593236682329263
2018-01-21 00:00:00+00:00,12889.2001953125,12895.900390625,11288.2001953125,11600.099609375,9935179776,0.0,0.0,14077.71494140625,11550.00263671875,27.94762667301525
2018-01-22 00:00:00+00:00,11633.099609375,11966.400390625,10240.2001953125,10931.400390625,10537400320,0.0,0.0,13875.17998046875,11550.00263671875,29.660946739240245
2018-01-23 00:00:00+00:00,10944.5,11377.599609375,10129.7001953125,10868.400390625,9660609536,0.0,0.0,13658.55,11550.00263671875,31.192726105788154
2018-01-24 00:00:00+00:00,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,9940989952,0.0,0.0,13446.560009765624,11550.00263671875,31.969270758370413
2018-01-25 00:00:00+00:00,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,8873169920,0.0,0.0,13138.055029296875,11550.00263671875,37.45382763023105
2018-01-26 00:00:00+00:00,11256.0,11656.7001953125,10470.2998046875,11171.400390625,9746199552,0.0,0.0,12820.275048828125,11550.00263671875,32.58876183388223
2018-01-27 00:00:00+00:00,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,7583269888,0.0,0.0,12568.430078125,11550.00263671875,31.65428837440379
2018-01-28 00:00:00+00:00,11475.2998046875,12040.2998046875,11475.2998046875,11786.2998046875,8350360064,0.0,0.0,12399.240087890625,11550.00263671875,37.129744464261584
2018-01-29 00:00:00+00:00,11755.5,11875.599609375,11179.2001953125,11296.400390625,7107359744,0.0,0.0,12234.290087890626,11550.00263671875,34.531168191004156
2018-01-30 00:00:00+00:00,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840,0.0,0.0,11990.940087890625,11550.00263671875,40.13709060034266
2018-01-31 00:00:00+00:00,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192,0.0,0.0,11831.705078125,11550.00263671875,42.91738001396049
2018-02-01 00:00:00+00:00,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448,0.0,0.0,11591.202099609374,11550.00263671875,34.82847246163277
2018-02-02 00:00:00+00:00,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712,0.0,0.0,11314.72958984375,11550.00263671875,32.204719855879816
2018-02-03 00:00:00+00:00,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080,0.0,0.0,11084.87509765625,11550.00263671875,22.83130096794119
2018-02-04 00:00:00+00:00,9175.7001953125,9334.8701171875,8031.22021484375,8277.009765625,7073549824,0.0,0.0,10807.735595703125,11550.00263671875,24.250825857684305
2018-02-05 00:00:00+00:00,8270.5400390625,8364.83984375,6756.68017578125,6955.27001953125,9285289984,0.0,0.0,10580.974096679687,11550.00263671875,22.022130618488745
2018-02-06 00:00:00+00:00,7051.75,7850.7001953125,6048.259765625,7754.0,13999800320,0.0,0.0,10409.244116210937,11550.00263671875,30.14175237992289
2018-02-07 00:00:00+00:00,7755.490234375,8509.1103515625,7236.7900390625,7621.2998046875,9169280000,0.0,0.0,10216.564086914062,11550.00263671875,25.02364646807635
2018-02-08 00:00:00+00:00,7637.85986328125,8558.76953125,7637.85986328125,8265.58984375,9346750464,0.0,0.0,10049.473559570313,11550.00263671875,31.35294494765415
2018-02-09 00:00:00+00:00,8271.83984375,8736.98046875,7884.7099609375,8736.98046875,6784820224,0.0,0.0,9841.362573242188,11550.00263671875,35.528287299065596
2018-02-10 00:00:00+00:00,8720.080078125,9122.5498046875,8295.4697265625,8621.900390625,7780960256,0.0,0.0,9692.452612304687,11550.00263671875,32.930310723885384
2018-02-11 00:00:00+00:00,8616.1298828125,8616.1298828125,7931.10009765625,8129.97021484375,6122189824,0.0,0.0,9552.381103515625,11550.00263671875,28.24408673610239
2018-02-12 00:00:00+00:00,8141.43017578125,8985.919921875,8141.43017578125,8926.5703125,6256439808,0.0,0.0,9455.289599609376,11550.00263671875,36.39556685054031
2018-02-13 00:00:00+00:00,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872,0.0,0.0,9317.23505859375,11550.00263671875,40.392435208221904
2018-02-14 00:00:00+00:00,8599.919921875,9518.5400390625,8599.919921875,9494.6298828125,7909819904,0.0,0.0,9228.996533203124,11550.00263671875,45.79075407067389
2018-02-15 00:00:00+00:00,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288,0.0,0.0,9178.746533203124,11550.00263671875,56.03503222219711
2018-02-16 00:00:00+00:00,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744,0.0,0.0,9118.40654296875,11550.00263671875,58.79346191498648
2018-02-17 00:00:00+00:00,10207.5,11139.5,10149.400390625,11112.7001953125,8660880384,0.0,0.0,9084.7265625,11550.00263671875,61.38134117977705
2018-02-18 00:00:00+00:00,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728,0.0,0.0,9047.496533203124,11550.00263671875,63.91136562426506
2018-02-19 00:00:00+00:00,10552.599609375,11273.7998046875,10513.2001953125,11225.2998046875,7652089856,0.0,0.0,9103.446533203125,11550.00263671875,78.3618396434194
2018-02-20 00:00:00+00:00,11231.7998046875,11958.5,11231.7998046875,11403.7001953125,9926540288,0.0,0.0,9162.5765625,11504.93263671875,76.41860385549896
2018-02-21 00:00:00+00:00,11372.2001953125,11418.5,10479.099609375,10690.400390625,9405339648,0.0,0.0,9238.569580078125,11419.09865234375,70.49334251115972
2018-02-22 00:00:00+00:00,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872,0.0,0.0,9297.282080078125,11315.17865234375,61.551167058567785
2018-02-23 00:00:00+00:00,9937.0703125,10487.2998046875,9734.5595703125,10301.099609375,7739500032,0.0,0.0,9353.591552734375,11209.216640625,60.634677913591055
2018-02-24 00:00:00+00:00,10287.7001953125,10597.2001953125,9546.9697265625,9813.0703125,6917929984,0.0,0.0,9430.394580078126,11056.888046875,57.70803013805799
2018-02-25 00:00:00+00:00,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904,0.0,0.0,9565.867602539063,10899.64265625,60.39356816028107
2018-02-26 00:00:00+00:00,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240,0.0,0.0,9696.502612304688,10777.42466796875,59.87934374638659
2018-02-27 00:00:00+00:00,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840,0.0,0.0,9851.717602539062,10688.53466796875,64.53219933418644
2018-02-28 00:00:00+00:00,10687.2001953125,11089.7998046875,10393.099609375,10397.900390625,6936189952,0.0,0.0,9958.333129882812,10604.58466796875,56.69028963390597
2018-03-01 00:00:00+00:00,10385.0,11052.2998046875,10352.7001953125,10951.0,7317279744,0.0,0.0,10069.034106445313,10524.138671875,55.91531214954153
